"","Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Measure","Applications","Bearing Type","Metric","Domain","Certified","Size-Bracket","Code","Use","Value","CV (%)"
"629","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","169","53.3"
"630","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"631","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","294","24.4"
"632","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","726","20.0"
"633","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"634","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","51","9.4"
"635","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","33","82.0"
"636","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","(D)","(D)"
"637","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","94","56.0"
"638","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","197","20.3"
"639","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","140","10.5"
"640","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","72","5.7"
"641","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","9","48.3"
"642","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","2","(H)"
"643","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","38","27.8"
"644","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","261","6.5"
"645","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","180","9.3"
"646","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","75","5.5"
"647","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","9","48.3"
"648","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","2","(H)"
"649","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","39","27.1"
"650","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","305","6.9"
"651","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"0.1 TO 0.9 ACRES",NA,"AREA GROWN","60","24.4"
"652","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"1.0 TO 4.9 ACRES",NA,"AREA GROWN","45","11.2"
"653","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"15.0 TO 24.9 ACRES",NA,"AREA GROWN","6","41.8"
"654","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"25.0 TO 49.9 ACRES",NA,"AREA GROWN","1","(H)"
"655","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"AREA GROWN",NA,"5.0 TO 14.9 ACRES",NA,"AREA GROWN","27","43.7"
"656","CENSUS",2022,"YEAR","STATE","WISCONSIN","55",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","139","14.1"
"657","CENSUS",2022,"YEAR","STATE","WYOMING","56",NA,NA,NA,NA,"ACRES",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"658","CENSUS",2022,"YEAR","STATE","WYOMING","56",NA,NA,NA,NA,"ACRES GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","1","67.1"
"659","CENSUS",2022,"YEAR","STATE","WYOMING","56",NA,NA,NA,NA,"ACRES",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","(D)","(D)"
"660","CENSUS",2022,"YEAR","STATE","WYOMING","56",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","3","89.4"
"661","CENSUS",2022,"YEAR","STATE","WYOMING","56",NA,NA,NA,NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","6","74.2"
"662","CENSUS",2022,"YEAR","STATE","WYOMING","56",NA,NA,NA,NA,"OPERATIONS WITH AREA",NA,"NON-BEARING",NA,"TOTAL",NA,NA,NA,"NOT SPECIFIED","3","(H)"
